581,287706186135;479,923010983902
59,9896891041351;468,937462597663
155,384138338642;284,862215132101
321,54016473075;111,556918967634
528,666158250672;95,1595317382519
182,861143912316;63,489641863672
155,384138338642;284,862215132101
394,25611352997;44,0564703571546
440,390945522358;313,185354918065
555,401491070913;391,334531584118
489,231039764025;436,895002552612
-1;-1
-1;-1
378,179437839324;279,130529402332
740,47582949221;458,301474229553
524,705519153226;270,051234879032
133,721765022125;89,3288739092676
254,049794263224;191,058441171209
-1;-1
544,690706553005;151,378275194812
